Tên sản phẩm,Mô tả,Từ khóa,Giá,Thương hiệu,Điểm đánh giá,Link ảnh
Túi Tote Họa Tiết PUMA x RIPNDIP Unisex,"Nermal đã trở lại, lợi hại hơn xưa. Chiếc túi tote táo bạo này từ PUMA x RIPNDIP mang đến phong cách trượt ván và nổi bật, tích hợp nhiều tính năng tiện ích và họa tiết tùy chỉnh cho phong cách thường ngày.","phong cách, trượt ván, túi tote,PUMA x RIPNDIP ",2000000,Puma,4.4,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/091817/01/fnd/VNM/fmt/png/T%C3%BAi-Tote-H%E1%BB%8Da-Ti%E1%BA%BFt-PUMA-x-RIPNDIP-Unisex"
Túi đeo chéo PUMA Sense,"Nâng tầm diện mạo với chiếc túi đeo chéo đa năng này. Với thiết kế nhiều túi khóa kéo, dây đeo jacquard tháo rời và logo ""P"" đặc trưng, sản phẩm là sự kết hợp giữa di sản thể thao và sự thanh lịch hiện đại. Mang đồ dùng cần thiết với sự tự tin và phong cách của PUMA!","túi khóa kéo, dây đeo jacquard tháo rời, logo ""P"" ,  di sản thể thao. thanh lịch, hiện đại",11890000,Puma,4.5,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/091301/01/fnd/VNM/fmt/png/T%C3%BAi-%C4%91eo-ch%C3%A9o-PUMA-Sense"
Mũ lưỡi trai thêu logo PUMA x A$AP ROCKY Unisex,"Khi A$AP Rocky đặt tên mình sản phẩm, điều đó sẽ tạo sự khác biệt. Chiếc mũ này mang nguồn năng lượng đặc trưng của anh đến với đường phố—họa tiết thêu màu đỏ rực rỡ, các tấm ốp gọn gàng và khóa cài lấy cảm hứng từ dây an toàn khiến chiếc mũ trở nên nổi bật. Không chỉ để đội đầu, mà còn là vật thời trang.","màu đỏ, rực rỡ, tấm ốp gọn gàng, khóa cài, dây đeo an toàn, thời trang,PUMA x A$AP ROCKY Unisex",1300000,Puma,5,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/055010/01/fnd/VNM/fmt/png/M%C5%A9-l%C6%B0%E1%BB%A1i-trai-th%C3%AAu-logo-PUMA-x-A$AP-ROCKY-Unisex"
Mũ Lưỡi Trai A$AP ROCKY x PUMA AWGE,"A$AP Rocky mang dấu ấn thẩm mỹ đặc trưng của mình vào bộ sưu tập capsule mới hợp tác cùng PUMA, dành riêng cho “rừng bê tông” thành thị. Bộ sưu tập kết hợp thiết kế thời trang đường phố cổ điển với màu sắc nổi bật, họa tiết kỹ thuật và nét chấm phá đặc trưng của đua xe thể thao. Hai mẫu giày yêu thích của Rocky – Inhale và Mostro OG – tái xuất cùng với một thiết kế hoàn toàn mới và lựa chọn cá nhân nổi bật: Mostro Gabbia, được trang bị khung bảo vệ có thể tháo rời. Đậm chất bụi bặm, táo bạo và không ngại khác biệt – bộ sưu tập này sinh ra để nổi bật.","nổi bật, bụi bặm, có thể tháo rời, khung bảo vệ, màu sắc, A$AP ROCKY x PUMA AWGE, mũ lưỡi trai",1300000,Puma,4.6,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/026946/01/fnd/VNM/fmt/png/M%C5%A9-L%C6%B0%E1%BB%A1i-Trai-A$AP-ROCKY-x-PUMA-AWGE"
Mũ lưỡi trai PUMA x ROSÉ,"Giới thiệu bộ sưu tập đầu tiên của PUMA x ROSÉ. Bắt nguồn từ phong cách riêng biệt của siêu sao nhạc pop, bộ sưu tập kết hợp trang phục đường phố cổ điển với phong cách câu lạc bộ đồng quê cao cấp và những điểm nhấn cá nhân. Giống như một bông hồng luôn nở rộ, bộ sưu tập này mời gọi mọi người lột bỏ mọi lớp mặt nạ, khám phá phong cách cá nhân và thể hiện con người thật của mình. Thân ái, Rosé.","cổ điển, đồng quê, nhạc pop, PUMA x ROSE",1100000,Puma,3.9,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/026682/01/fnd/VNM/fmt/png/M%C5%A9-l%C6%B0%E1%BB%A1i-trai-PUMA-x-ROS%C3%89"
Mũ lưỡi trai phẳng PUMA x SQUID GAME,"Hãy để cuộc chơi bắt đầu. Bộ sưu tập PUMA x SQUID GAME cuối cùng cũng đã ra mắt, kết hợp phong cách thể thao dễ chịu của PUMA với DNA của loạt phim truyền hình ăn khách. Giày dép, phụ kiện và trang phục cổ điển – như chiếc mũ này – được biến hóa với các yếu tố từ bộ phim, bao gồm Đèn Đỏ Đèn Xanh và phòng cầu thang.","Đèn Đỏ Đèn Xanh, phòng cầu thang, PUMAxSQIUD GAME, lưỡi trai phẳng",1105000,Puma,4.8,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/025791/01/fnd/VNM/fmt/png/M%C5%A9-l%C6%B0%E1%BB%A1i-trai-ph%E1%BA%B3ng-PUMA-x-SQUID-GAME"
Mũ Xô PUMA x SQUID GAME,"PUMA x SQUID GAME chính thức trở lại với bộ sưu tập mới, lấy cảm hứng từ mùa 3 của loạt phim đình đám toàn cầu. Lần ra mắt này, phong cách đặc trưng của PUMA x SQUID GAME được nâng lên một tầm cao mới với thiết kế xoay quanh chủ đề: điều gì sẽ xảy ra khi ánh đèn tắt đi. Những họa tiết in toàn bộ đầy sắc thái và các chi tiết phát sáng trong bóng tối tạo nên điểm nhấn nổi bật, bên trong là những chi tiết ẩn đầy thú vị, lấy cảm hứng từ các trò chơi như Nhảy Dây, Trốn Tìm và Vòng Chung Cuộc của Squid Game."," đầy sắc thái, chi tiết, phát sáng trong bóng tối ,  chi tiết ẩn đầy thú vị,  Squid Game.",1400000,Puma,3.4,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/026362/01/fnd/VNM/fmt/png/M%C5%A9-X%C3%B4-PUMA-x-SQUID-GAME"
Mũ Lưỡi Trai PUMA x SONIC THE HEDGEHOG,"PUMA bắt tay cùng “Blue Blur” Sonic the Hedgehog và những người bạn trong màn collab mới. Lấy cảm hứng từ series game huyền thoại cùng tốc độ của thế giới motorsport, PUMA x SONIC THE HEDGEHOG mang đến hình ảnh Sonic, Tails và Shadow. Bộ sưu tập còn ẩn giấu loạt chi tiết độc đáo như charm hình Gold Ring và khóa kéo Chaos Emerald."," motorsport, PUMA x SONIC THE HEDGEHOG,charm hình Gold Ring, khóa kéo Chaos Emerald.",1200000,Puma,3.9,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/026593/01/fnd/VNM/fmt/png/M%C5%A9-L%C6%B0%E1%BB%A1i-Trai-PUMA-x-SONIC-THE-HEDGEHOG"
Mũ lưỡi trai PUMA x REPRESENT,"PUMA hợp tác với Represent để cho ra mắt bộ sưu tập kết hợp giữa di sản bóng đá với tính sang trọng đương đại. Bắt nguồn từ bản sắc thời trang đường phố Anh Quốc của Represent và di sản thể thao của PUMA, dòng sản phẩm này mang đến những tác phẩm tinh tế với những chi tiết được cân nhắc kỹ lưỡng, cùng với hai biểu tượng trong kho lưu trữ giày dép: King Indoor và Super Team. ","King Indoor , Super Team, mát mẻ, thời trang, lưỡi trai cong nhẹ, cao su mềm",1300000,Puma,4.6,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/026600/01/fnd/VNM/fmt/png/M%C5%A9-l%C6%B0%E1%BB%A1i-trai-PUMA-x-REPRESENT"
"Mũ golf nam Heritage P Tech
","Dành cho golf thủ khó tính, chiếc mũ này có dải băng thấm hút mồ hôi FLEXFIT 110® hút ẩm, lưỡi trai cong nhẹ và khóa snapback cao su mềm. Với đường khâu dày ở vành để giữ dáng lâu dài, bạn sẽ luôn mát mẻ và tự tin trên sân golf."," FLEXFIT 110® hút ẩm, lưỡi trai cong nhẹ, khóa snapback, cao su mềm, đường khâu dày",900.000₫,Puma,4.5,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/026328/01/fnd/VNM/fmt/png/M%C5%A9-golf-nam-Heritage-P-Tech"
Mũ Bóng Chày PUMA x KIDSUPER,"Sự hợp tác PUMA x KIDSUPER mùa này là sự kết hợp của nghệ thuật và thể thao. Bộ sưu tập này là sự pha trộn giữa hình bóng thể thao cổ điển và họa tiết nghệ thuật hiện đại. Hãy tìm kiếm những chiếc áo thủ môn cổ điển, áo khoác phao có đường khâu tinh xảo và áo đấu được trang trí bằng họa tiết màu nước."," PUMA x KIDSUPER, nghệ thuật, thể thao, đường khâu, màu nước",1500000,Puma,3.6,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/026601/02/fnd/VNM/fmt/png/M%C5%A9-B%C3%B3ng-Ch%C3%A0y-PUMA-x-KIDSUPER"
Mũ Lưỡi Trai Manchester City Essentials,"Chiếc mũ này là cách hoàn hảo để thêm tinh thần đồng đội cho bất kỳ trang phục nào. Với màu sắc câu lạc bộ xuất hiện đầy tự hào, bạn sẽ thể hiện lòng trung thành của mình ở bất cứ nơi đâu. Cho dù bạn đang ở trận đấu, đi chơi bình thường hay chỉ tận hưởng ánh nắng mặt trời, chiếc mũ này sẽ giúp bạn thoải mái và phong cách, đồng thời đại diện cho CLB của mình một cách tự hào."," microfiber thoáng khí, các mảng lưới, khóa Velcro , logo Puma, phản quang,Manchester City Essentials",6600000,Puma,3.5,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/026496/02/fnd/VNM/fmt/png/M%C5%A9-L%C6%B0%E1%BB%A1i-Trai-Manchester-City-Essentials"
Thắt lưng chơi golf nam Ultralite Stretch,"Làm chủ hoạt động của bạn trong sự thoải mái nhẹ nhàng với Đai Ultralite. Lớp vỏ linh hoạt và dây đeo đàn hồi của nó sẽ di chuyển theo bạn, đảm bảo tư thế hoàn hảo để bạn có thể tập trung vào việc đánh bóng.","Đai Ultralite, Lớp vỏ linh hoạt, dây đeo đàn hồi",900000,Puma,3.7,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/054482/01/fnd/VNM/fmt/png/Th%E1%BA%AFt-l%C6%B0ng-ch%C6%A1i-golf-nam-Ultralite-Stretch"
Bóng Đá Họa Tiết PUMA CUP,"Nổi bật trên sân với quả bóng đá PUMA CUP, một quả bóng hiệu suất cao dành cho lối chơi nghiêm túc và thể hiện cá tính mạnh mẽ. Với họa tiết bắt mắt và khả năng bay đáng tin cậy, đây là lựa chọn lý tưởng cho các buổi tập luyện, đá bóng thông thường hoặc khởi động trước ngày thi đấu."," 32 mảnh được khâu máy, TPU sáng bóng, tập luyện, giải trí, Puma, Cup",600000,Puma,4.3,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/084737/02/fnd/VNM/fmt/png/B%C3%B3ng-%C4%90%C3%A1-H%E1%BB%8Da-Ti%E1%BA%BFt-PUMA-CUP"
Quả Bóng Đá Essentials Manchester City,"Quả bóng này phản ánh chân thực sự cống hiến của bạn. Được thiết kế để thể hiện thành tích và màu sắc của CLB, sản phẩm cho phép bạn thể hiện niềm đam mê của mình trên sân cỏ. Cho dù bạn đang luyện tập cú sút hay chơi trong trận đấu lớn, quả bóng này sẽ giúp tinh thần đồng đội của bạn luôn cháy bỏng qua mỗi cú sút, khiến mỗi trận đấu trở thành lễ kỷ niệm lòng trung thành và niềm tự hào."," 32 mảnh được khâu máy, TPU sáng bóng, tập luyện, giải trí, Essentials Manchester City",600000,Puma,4.1,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/084774/11/fnd/VNM/fmt/png/Qu%E1%BA%A3-B%C3%B3ng-%C4%90%C3%A1-Essentials-Manchester-City"
"Bình nước thể thao 1L
","Duy trì năng lượng trong lúc tập luyện hay dạo phố cùng bình nước 1L thời thượng thuộc Bộ sưu tập Sportstyle Training. Bình nước hiện đại với thiết kế nắp vặn rộng, khóa đóng chống tràn tiện lợi, kèm móc kim loại an toàn giúp giữ chặt nắp bình. Logo PUMA nổi bật phía trước hoàn thiện vẻ ngoài của chiếc bình, giúp bạn tự tin thể hiện phong cách ở bất cứ nơi đâu.","nắp vặn rộng, khóa đóng chống tràn tiện lợi, kèm móc kim loại Puma, 1L",500.000₫,Puma,4.4,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/053811/23/fnd/VNM/fmt/png/B%C3%ACnh-n%C6%B0%E1%BB%9Bc-th%E1%BB%83-thao-1L"
Quả bóng đá kỷ niệm Borussia Dortmund,"Thân gửi fan hâm mộ Borussia, hãy ăn mừng câu lạc bộ của bạn với sản phẩm mới nhất từ PUMA, được người hâm mộ yêu thích. Được thiết kế với 12 múi khâu máy, quả bóng này hoàn hảo cho mục đích chơi giải trí và luyện tập. Thể hiện sự ủng hộ của bạn cho đội Schwarzgelben và tận hưởng từng cú đá với độ chính xác và phong cách.","12 múi khâu máy, quả bóng , chơi giải trí, luyện tập,fan hâm mộ Borussia",420000,Puma,3.5,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/084553/04/fnd/VNM/fmt/png/Qu%E1%BA%A3-b%C3%B3ng-%C4%91%C3%A1-k%E1%BB%B7-ni%E1%BB%87m-Borussia-Dortmund"
Áo bóng đá AC Milan 24/25 Pre-match,"Các Rossoneri thân mến, hãy sẵn sàng tỏa sáng trên sân cỏ với quả bóng 32 mảnh được khâu máy này. Với lớp hoàn thiện TPU sáng bóng, đây là lựa chọn hoàn hảo cho việc tập luyện và giải trí. Tại San Siro hoặc bất cứ nơi nào khác, đã đến lúc thể hiện màu sắc của bạn và thống trị mọi trận đấu với PUMA"," 32 mảnh được khâu máy, TPU sáng bóng, tập luyện, giải trí, Rossoneri",600000,Puma,3.8,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/084544/07/fnd/VNM/fmt/png/%C3%81o-b%C3%B3ng-%C4%91%C3%A1-AC-Milan-24/25-Pre-match"
Áo đấu Sân khách Nam Manchester City 24/25,"Nếu lịch sử của City dạy chúng ta điều gì thì đó là sự trở lại luôn diễn ra. Lấy ngày 30 tháng 5 năm 1999, họ vượt qua cách biệt 2 bàn để giành chiến thắng trong trận chung kết play-off giải hạng hai gặp Gillingham. Thường được coi là bước ngoặt vận mệnh của Man City, trận đấu này có một vị trí đặc biệt trong lòng người hâm mộ và bộ trang phục màu vàng neon mà đội mặc trong ngày thi đấu cũng vậy. Nhân dịp kỷ niệm 25 năm và bộ quần áo bóng đá sân khách mùa 24/25, c","vàng neon, Mancity, play-off, Gillingham",2200000,Puma,4.9,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/775086/02/mod01/fnd/VNM/fmt/png/%C3%81o-%C4%91%E1%BA%A5u-S%C3%A2n-kh%C3%A1ch-Nam-Manchester-City-24/25"
Giày Đá Bóng FUTURE 8 ULTIMATE FG Unisex," Ở phần thân trên, công nghệ FUZIONFIT³ bao bọc bàn chân như lớp da thứ hai, mang lại cảm giác vừa vặn, êm ái mà không hạn chế chuyển động. Và khi bạn muốn thể hiện kỹ năng chơi bóng của mình, lớp lưới có kết cấu mật độ cao với lớp phủ GripControl Pro sẽ tăng thêm độ bám và khả năng kiểm soát. Với đế ngoài FLEXGILITY hoàn toàn mới cho khả năng linh hoạt 360 độ, bạn có thể di chuyển giữa các khu vực và sáng tạo không giới hạn.","công nghệ FUZIONFIT³, vừa vặn, êm ái,  lớp phủ GripControl Pro, đế ngoài FLEXGILITY, linh hoạt, 360 độ, độ bám",5600000,Puma,5,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/108581/03/sv01/fnd/VNM/fmt/png/Gi%C3%A0y-%C4%90%C3%A1-B%C3%B3ng-FUTURE-8-ULTIMATE-FG-Unisex"
Mũ chạy bộ 5 mảnh vành ngắn,"Giúp bạn luôn phong cách và tập trung với mũ PUMA này. Được thiết kế từ chất liệu microfiber thoáng khí, các mảng lưới và khóa Velcro có thể điều chỉnh, chiếc mũ này mang lại sự thoải mái tối đa. Logo PUMA phản quang tạo điểm nhấn tinh tế. Hoàn hảo cho phong cách sống năng động của bạn."," microfiber thoáng khí, các mảng lưới, khóa Velcro , logo Puma, phản quang",650000,Puma,4.2,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/026167/06/fnd/VNM/fmt/png/M%C5%A9-ch%E1%BA%A1y-b%E1%BB%99-5-m%E1%BA%A3nh-v%C3%A0nh-ng%E1%BA%AFn"
Mũ Len High-Crown Kim Loại Báo PUMA,"Hoàn thiện vẻ ngoài của bạn với mũ PUMA thể thao — được thiết kế để tạo phong cách, thoải mái và linh hoạt cả ngày. Cho dù bạn đang bận rộn hay không làm việc, những chiếc mũ này vẫn mang đến sự mát mẻ dễ dàng cho mọi kiểu dáng."," microfiber thoáng khí, các mảng lưới, khóa Velcro , logo Puma, phản quang",650000,Puma,3.5,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/026404/01/fnd/VNM/fmt/png/M%C5%A9-Len-High-Crown-Kim-Lo%E1%BA%A1i-B%C3%A1o-PUMA"
Mũ chạy bộ 5 mảnh ESS,"Luôn năng động và phong cách với chiếc mũ mới nhất từ PUMA. Với thiết kế 6 mảnh nhẹ, lưỡi trai cong và dải băng thấm hút mồ hôi, sản phẩm hoàn hảo cho mọi hoạt động.","6 mảnh nhẹ, lưỡi trai cong, dải băng, thấm hút mồ hôi",550000,Puma,4.1,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_500,h_500/global/026168/05/fnd/VNM/fmt/png/M%C5%A9-ch%E1%BA%A1y-b%E1%BB%99-5-m%E1%BA%A3nh-ESS"
